X,Y,Z
523702.6531,5245193.327,231
523702.6531,5245769.265,207
523702.6531,5246345.204,290
523702.6531,5246921.143,327
523702.6531,5247497.082,340
523702.6531,5248073.02,306
523702.6531,5248648.959,339
523702.6531,5249224.898,172
523702.6531,5249800.837,231
523702.6531,5250376.776,127
523702.6531,5250952.714,145
523702.6531,5251528.653,171
523702.6531,5252104.592,329
523702.6531,5252680.531,252
523702.6531,5253256.469,234
523702.6531,5253832.408,133
523702.6531,5254408.347,76
523702.6531,5254984.286,60
523702.6531,5255560.224,103
523702.6531,5256136.163,40
523702.6531,5256712.102,20
523702.6531,5257288.041,14
523702.6531,5257863.98,20
523702.6531,5258439.918,20
523702.6531,5259015.857,10
523702.6531,5259591.796,0
523702.6531,5260167.735,0
523702.6531,5260743.673,7
523702.6531,5261319.612,50
523702.6531,5261895.551,1
523702.6531,5262471.49,0
523702.6531,5263047.429,30
523702.6531,5263623.367,78
523702.6531,5264199.306,30
523702.6531,5264775.245,50
523702.6531,5265351.184,62
523702.6531,5265927.122,53
523702.6531,5266503.061,43
523702.6531,5267079,86
524311.2857,5238858,43
524311.2857,5239433.939,76
524311.2857,5240009.878,97
524311.2857,5240585.816,83
524311.2857,5241161.755,79
524311.2857,5241737.694,40
524311.2857,5242313.633,40
524311.2857,5242889.571,81
524311.2857,5243465.51,69
524311.2857,5244041.449,102
524311.2857,5244617.388,185
524311.2857,5245193.327,158
524311.2857,5245769.265,246
524311.2857,5246345.204,292
524311.2857,5246921.143,225
524311.2857,5247497.082,284
524311.2857,5248073.02,240
524311.2857,5248648.959,330
524311.2857,5249224.898,213
524311.2857,5249800.837,112
524311.2857,5250376.776,140
524311.2857,5250952.714,81
524311.2857,5251528.653,219
524311.2857,5252104.592,302
524311.2857,5252680.531,233
524311.2857,5253256.469,180
524311.2857,5253832.408,96
524311.2857,5254408.347,59
524311.2857,5254984.286,63
524311.2857,5255560.224,31
524311.2857,5256136.163,26
524311.2857,5256712.102,20
524311.2857,5257288.041,10
524311.2857,5257863.98,8
524311.2857,5258439.918,7
524311.2857,5259015.857,14
524311.2857,5259591.796,0
524311.2857,5260167.735,0
524311.2857,5260743.673,55
524311.2857,5261319.612,119
524311.2857,5261895.551,92
524311.2857,5262471.49,120
524311.2857,5263047.429,137
524311.2857,5263623.367,33
524311.2857,5264199.306,65
524311.2857,5264775.245,83
524311.2857,5265351.184,90
524311.2857,5265927.122,90
524311.2857,5266503.061,70
524311.2857,5267079,60
524919.9184,5238858,76
524919.9184,5239433.939,86
524919.9184,5240009.878,127
524919.9184,5240585.816,129
524919.9184,5241161.755,78
524919.9184,5241737.694,46
524919.9184,5242313.633,40
524919.9184,5242889.571,46
524919.9184,5243465.51,98
524919.9184,5244041.449,170
524919.9184,5244617.388,108
524919.9184,5245193.327,202
524919.9184,5245769.265,182
524919.9184,5246345.204,205
524919.9184,5246921.143,172
524919.9184,5247497.082,153
524919.9184,5248073.02,211
524919.9184,5248648.959,311
524919.9184,5249224.898,279
524919.9184,5249800.837,150
524919.9184,5250376.776,142
524919.9184,5250952.714,108
524919.9184,5251528.653,162
524919.9184,5252104.592,182
524919.9184,5252680.531,107
524919.9184,5253256.469,146
524919.9184,5253832.408,102
524919.9184,5254408.347,44
524919.9184,5254984.286,30
524919.9184,5255560.224,20
524919.9184,5256136.163,22
524919.9184,5256712.102,20
524919.9184,5257288.041,17
524919.9184,5257863.98,0
524919.9184,5258439.918,0
524919.9184,5259015.857,0
524919.9184,5259591.796,0
524919.9184,5260167.735,12
524919.9184,5260743.673,106
524919.9184,5261319.612,303
524919.9184,5261895.551,325
524919.9184,5262471.49,340
524919.9184,5263047.429,231
524919.9184,5263623.367,99
524919.9184,5264199.306,151
524919.9184,5264775.245,110
524919.9184,5265351.184,97
524919.9184,5265927.122,87
524919.9184,5266503.061,70
524919.9184,5267079,112
525528.551,5238858,82
525528.551,5239433.939,85
525528.551,5240009.878,154
525528.551,5240585.816,145
525528.551,5241161.755,96
525528.551,5241737.694,21
525528.551,5242313.633,23
525528.551,5242889.571,30
525528.551,5243465.51,12
525528.551,5244041.449,42
525528.551,5244617.388,49
525528.551,5245193.327,77
525528.551,5245769.265,82
525528.551,5246345.204,101
525528.551,5246921.143,143
525528.551,5247497.082,211
525528.551,5248073.02,250
525528.551,5248648.959,245
525528.551,5249224.898,173
525528.551,5249800.837,168
525528.551,5250376.776,91
525528.551,5250952.714,60
525528.551,5251528.653,108
525528.551,5252104.592,91
525528.551,5252680.531,87
525528.551,5253256.469,73
525528.551,5253832.408,75
525528.551,5254408.347,65
525528.551,5254984.286,40
525528.551,5255560.224,9
525528.551,5256136.163,7
525528.551,5256712.102,52
525528.551,5257288.041,68
525528.551,5257863.98,46
525528.551,5258439.918,0
525528.551,5259015.857,0
525528.551,5259591.796,0
525528.551,5260167.735,41
525528.551,5260743.673,183
525528.551,5261319.612,400
525528.551,5261895.551,355
525528.551,5262471.49,269
525528.551,5263047.429,225
525528.551,5263623.367,243
525528.551,5264199.306,233
525528.551,5264775.245,192
525528.551,5265351.184,172
525528.551,5265927.122,160
525528.551,5266503.061,164
525528.551,5267079,171
526137.1837,5238858,21
526137.1837,5239433.939,29
526137.1837,5240009.878,91
526137.1837,5240585.816,72
526137.1837,5241161.755,9
526137.1837,5241737.694,4
526137.1837,5242313.633,31
526137.1837,5242889.571,95
526137.1837,5243465.51,116
526137.1837,5244041.449,155
526137.1837,5244617.388,202
526137.1837,5245193.327,190
526137.1837,5245769.265,168
526137.1837,5246345.204,160
526137.1837,5246921.143,246
526137.1837,5247497.082,221
526137.1837,5248073.02,285
526137.1837,5248648.959,235
526137.1837,5249224.898,148
526137.1837,5249800.837,63
526137.1837,5250376.776,32
526137.1837,5250952.714,42
526137.1837,5251528.653,42
526137.1837,5252104.592,46
526137.1837,5252680.531,33
526137.1837,5253256.469,34
526137.1837,5253832.408,52
526137.1837,5254408.347,134
526137.1837,5254984.286,46
526137.1837,5255560.224,9
526137.1837,5256136.163,5
526137.1837,5256712.102,0
526137.1837,5257288.041,20
526137.1837,5257863.98,7
526137.1837,5258439.918,0
526137.1837,5259015.857,26
526137.1837,5259591.796,9
526137.1837,5260167.735,78
526137.1837,5260743.673,147
526137.1837,5261319.612,216
526137.1837,5261895.551,198
526137.1837,5262471.49,175
526137.1837,5263047.429,185
526137.1837,5263623.367,198
526137.1837,5264199.306,293
526137.1837,5264775.245,253
526137.1837,5265351.184,227
526137.1837,5265927.122,186
526137.1837,5266503.061,220
526137.1837,5267079,231
526745.8163,5238858,0
526745.8163,5239433.939,32
526745.8163,5240009.878,38
526745.8163,5240585.816,23
526745.8163,5241161.755,0
526745.8163,5241737.694,7
526745.8163,5242313.633,103
526745.8163,5242889.571,172
526745.8163,5243465.51,201
526745.8163,5244041.449,236
526745.8163,5244617.388,269
526745.8163,5245193.327,249
526745.8163,5245769.265,241
526745.8163,5246345.204,239
526745.8163,5246921.143,247
526745.8163,5247497.082,302
526745.8163,5248073.02,269
526745.8163,5248648.959,197
526745.8163,5249224.898,104
526745.8163,5249800.837,29
526745.8163,5250376.776,18
526745.8163,5250952.714,10
526745.8163,5251528.653,41
526745.8163,5252104.592,10
526745.8163,5252680.531,20
526745.8163,5253256.469,55
526745.8163,5253832.408,73
526745.8163,5254408.347,50
526745.8163,5254984.286,0
526745.8163,5255560.224,0
526745.8163,5256136.163,1
526745.8163,5256712.102,0
526745.8163,5257288.041,0
526745.8163,5257863.98,0
526745.8163,5258439.918,93
526745.8163,5259015.857,112
526745.8163,5259591.796,18
526745.8163,5260167.735,62
526745.8163,5260743.673,110
526745.8163,5261319.612,80
526745.8163,5261895.551,71
526745.8163,5262471.49,152
526745.8163,5263047.429,136
526745.8163,5263623.367,206
526745.8163,5264199.306,307
526745.8163,5264775.245,369
526745.8163,5265351.184,375
526745.8163,5265927.122,373
526745.8163,5266503.061,378
526745.8163,5267079,297
527354.449,5238858,0
527354.449,5239433.939,0
527354.449,5240009.878,0
527354.449,5240585.816,0
527354.449,5241161.755,0
527354.449,5241737.694,0
527354.449,5242313.633,81
527354.449,5242889.571,143
527354.449,5243465.51,79
527354.449,5244041.449,193
527354.449,5244617.388,242
527354.449,5245193.327,260
527354.449,5245769.265,303
527354.449,5246345.204,295
527354.449,5246921.143,341
527354.449,5247497.082,308
527354.449,5248073.02,284
527354.449,5248648.959,145
527354.449,5249224.898,53
527354.449,5249800.837,10
527354.449,5250376.776,0
527354.449,5250952.714,15
527354.449,5251528.653,21
527354.449,5252104.592,0
527354.449,5252680.531,16
527354.449,5253256.469,4
527354.449,5253832.408,22
527354.449,5254408.347,0
527354.449,5254984.286,0
527354.449,5255560.224,0
527354.449,5256136.163,0
527354.449,5256712.102,0
527354.449,5257288.041,48
527354.449,5257863.98,93
527354.449,5258439.918,105
527354.449,5259015.857,128
527354.449,5259591.796,74
527354.449,5260167.735,19
527354.449,5260743.673,58
527354.449,5261319.612,54
527354.449,5261895.551,103
527354.449,5262471.49,278
527354.449,5263047.429,233
527354.449,5263623.367,260
527354.449,5264199.306,282
527354.449,5264775.245,353
527354.449,5265351.184,380
527354.449,5265927.122,354
527354.449,5266503.061,352
527354.449,5267079,438
527963.0816,5238858,0
527963.0816,5239433.939,0
527963.0816,5240009.878,0
527963.0816,5240585.816,0
527963.0816,5241161.755,0
527963.0816,5241737.694,0
527963.0816,5242313.633,0
527963.0816,5242889.571,0
527963.0816,5243465.51,0
527963.0816,5244041.449,43
527963.0816,5244617.388,80
527963.0816,5245193.327,141
527963.0816,5245769.265,230
527963.0816,5246345.204,299
527963.0816,5246921.143,187
527963.0816,5247497.082,332
527963.0816,5248073.02,212
527963.0816,5248648.959,91
527963.0816,5249224.898,27
527963.0816,5249800.837,0
527963.0816,5250376.776,0
527963.0816,5250952.714,0
527963.0816,5251528.653,0
527963.0816,5252104.592,0
527963.0816,5252680.531,0
527963.0816,5253256.469,0
527963.0816,5253832.408,0
527963.0816,5254408.347,0
527963.0816,5254984.286,0
527963.0816,5255560.224,0
527963.0816,5256136.163,13
527963.0816,5256712.102,22
527963.0816,5257288.041,38
527963.0816,5257863.98,126
527963.0816,5258439.918,59
527963.0816,5259015.857,58
527963.0816,5259591.796,58
527963.0816,5260167.735,37
527963.0816,5260743.673,107
527963.0816,5261319.612,110
527963.0816,5261895.551,94
527963.0816,5262471.49,182
527963.0816,5263047.429,290
527963.0816,5263623.367,276
527963.0816,5264199.306,351
527963.0816,5264775.245,333
527963.0816,5265351.184,325
527963.0816,5265927.122,340
527963.0816,5266503.061,336
527963.0816,5267079,383
528571.7143,5238858,0
528571.7143,5239433.939,0
528571.7143,5240009.878,0
528571.7143,5240585.816,0
528571.7143,5241161.755,0
528571.7143,5241737.694,0
528571.7143,5242313.633,0
528571.7143,5242889.571,0
528571.7143,5243465.51,0
528571.7143,5244041.449,0
528571.7143,5244617.388,26
528571.7143,5245193.327,51
528571.7143,5245769.265,97
528571.7143,5246345.204,124
528571.7143,5246921.143,70
528571.7143,5247497.082,215
528571.7143,5248073.02,121
528571.7143,5248648.959,57
528571.7143,5249224.898,2
528571.7143,5249800.837,0
528571.7143,5250376.776,0
528571.7143,5250952.714,0
528571.7143,5251528.653,0
528571.7143,5252104.592,0
528571.7143,5252680.531,0
528571.7143,5253256.469,0
528571.7143,5253832.408,0
528571.7143,5254408.347,0
528571.7143,5254984.286,0
528571.7143,5255560.224,11
528571.7143,5256136.163,28
528571.7143,5256712.102,64
528571.7143,5257288.041,10
528571.7143,5257863.98,30
528571.7143,5258439.918,84
528571.7143,5259015.857,90
528571.7143,5259591.796,84
528571.7143,5260167.735,38
528571.7143,5260743.673,44
528571.7143,5261319.612,65
528571.7143,5261895.551,146
528571.7143,5262471.49,290
528571.7143,5263047.429,317
528571.7143,5263623.367,403
528571.7143,5264199.306,402
528571.7143,5264775.245,373
528571.7143,5265351.184,352
528571.7143,5265927.122,277
528571.7143,5266503.061,170
528571.7143,5267079,320
529180.3469,5238858,0
529180.3469,5239433.939,0
529180.3469,5240009.878,0
529180.3469,5240585.816,0
529180.3469,5241161.755,0
529180.3469,5241737.694,0
529180.3469,5242313.633,0
529180.3469,5242889.571,0
529180.3469,5243465.51,0
529180.3469,5244041.449,0
529180.3469,5244617.388,0
529180.3469,5245193.327,0
529180.3469,5245769.265,0
529180.3469,5246345.204,25
529180.3469,5246921.143,56
529180.3469,5247497.082,95
529180.3469,5248073.02,54
529180.3469,5248648.959,20
529180.3469,5249224.898,0
529180.3469,5249800.837,0
529180.3469,5250376.776,0
529180.3469,5250952.714,0
529180.3469,5251528.653,0
529180.3469,5252104.592,0
529180.3469,5252680.531,0
529180.3469,5253256.469,33
529180.3469,5253832.408,49
529180.3469,5254408.347,36
529180.3469,5254984.286,19
529180.3469,5255560.224,2
529180.3469,5256136.163,19
529180.3469,5256712.102,83
529180.3469,5257288.041,39
529180.3469,5257863.98,93
529180.3469,5258439.918,141
529180.3469,5259015.857,124
529180.3469,5259591.796,67
529180.3469,5260167.735,50
529180.3469,5260743.673,57
529180.3469,5261319.612,104
529180.3469,5261895.551,193
529180.3469,5262471.49,279
529180.3469,5263047.429,243
529180.3469,5263623.367,354
529180.3469,5264199.306,512
529180.3469,5264775.245,480
529180.3469,5265351.184,425
529180.3469,5265927.122,322
529180.3469,5266503.061,227
529180.3469,5267079,174
529788.9796,5238858,0
529788.9796,5239433.939,0
529788.9796,5240009.878,0
529788.9796,5240585.816,0
529788.9796,5241161.755,0
529788.9796,5241737.694,0
529788.9796,5242313.633,0
529788.9796,5242889.571,0
529788.9796,5243465.51,0
529788.9796,5244041.449,0
529788.9796,5244617.388,0
529788.9796,5245193.327,0
529788.9796,5245769.265,0
529788.9796,5246345.204,0
529788.9796,5246921.143,0
529788.9796,5247497.082,0
529788.9796,5248073.02,0
529788.9796,5248648.959,0
529788.9796,5249224.898,0
529788.9796,5249800.837,0
529788.9796,5250376.776,0
529788.9796,5250952.714,0
529788.9796,5251528.653,0
529788.9796,5252104.592,0
529788.9796,5252680.531,17
529788.9796,5253256.469,0
529788.9796,5253832.408,19
529788.9796,5254408.347,50
529788.9796,5254984.286,130
529788.9796,5255560.224,28
529788.9796,5256136.163,30
529788.9796,5256712.102,117
529788.9796,5257288.041,87
529788.9796,5257863.98,54
529788.9796,5258439.918,70
529788.9796,5259015.857,149
529788.9796,5259591.796,86
529788.9796,5260167.735,139
529788.9796,5260743.673,145
529788.9796,5261319.612,158
529788.9796,5261895.551,124
529788.9796,5262471.49,142
529788.9796,5263047.429,205
529788.9796,5263623.367,240
529788.9796,5264199.306,219
529788.9796,5264775.245,270
529788.9796,5265351.184,224
529788.9796,5265927.122,220
529788.9796,5266503.061,185
529788.9796,5267079,160
530397.6122,5238858,0
530397.6122,5239433.939,0
530397.6122,5240009.878,0
530397.6122,5240585.816,0
530397.6122,5241161.755,0
530397.6122,5241737.694,0
530397.6122,5242313.633,0
530397.6122,5242889.571,0
530397.6122,5243465.51,0
530397.6122,5244041.449,0
530397.6122,5244617.388,0
530397.6122,5245193.327,0
530397.6122,5245769.265,0
530397.6122,5246345.204,0
530397.6122,5246921.143,0
530397.6122,5247497.082,0
530397.6122,5248073.02,0
530397.6122,5248648.959,0
530397.6122,5249224.898,0
530397.6122,5249800.837,0
530397.6122,5250376.776,0
530397.6122,5250952.714,0
530397.6122,5251528.653,0
530397.6122,5252104.592,0
530397.6122,5252680.531,8
530397.6122,5253256.469,18
530397.6122,5253832.408,23
530397.6122,5254408.347,20
530397.6122,5254984.286,51
530397.6122,5255560.224,68
530397.6122,5256136.163,103
530397.6122,5256712.102,83
530397.6122,5257288.041,144
530397.6122,5257863.98,77
530397.6122,5258439.918,109
530397.6122,5259015.857,151
530397.6122,5259591.796,82
530397.6122,5260167.735,191
530397.6122,5260743.673,247
530397.6122,5261319.612,250
530397.6122,5261895.551,298
530397.6122,5262471.49,278
530397.6122,5263047.429,314
530397.6122,5263623.367,193
530397.6122,5264199.306,160
530397.6122,5264775.245,182
530397.6122,5265351.184,198
530397.6122,5265927.122,174
530397.6122,5266503.061,115
530397.6122,5267079,99
531006.2449,5238858,0
531006.2449,5239433.939,0
531006.2449,5240009.878,0
531006.2449,5240585.816,0
531006.2449,5241161.755,0
531006.2449,5241737.694,0
531006.2449,5242313.633,0
531006.2449,5242889.571,0
531006.2449,5243465.51,0
531006.2449,5244041.449,0
531006.2449,5244617.388,0
531006.2449,5245193.327,0
531006.2449,5245769.265,0
531006.2449,5246345.204,0
531006.2449,5246921.143,0
531006.2449,5247497.082,0
531006.2449,5248073.02,0
531006.2449,5248648.959,0
531006.2449,5249224.898,0
531006.2449,5249800.837,0
531006.2449,5250376.776,0
531006.2449,5250952.714,0
531006.2449,5251528.653,0
531006.2449,5252104.592,0
531006.2449,5252680.531,5
531006.2449,5253256.469,58
531006.2449,5253832.408,114
531006.2449,5254408.347,50
531006.2449,5254984.286,36
531006.2449,5255560.224,44
531006.2449,5256136.163,122
531006.2449,5256712.102,185
531006.2449,5257288.041,198
531006.2449,5257863.98,161
531006.2449,5258439.918,158
531006.2449,5259015.857,138
531006.2449,5259591.796,100
531006.2449,5260167.735,253
531006.2449,5260743.673,213
531006.2449,5261319.612,291
531006.2449,5261895.551,232
531006.2449,5262471.49,273
531006.2449,5263047.429,225
531006.2449,5263623.367,233
531006.2449,5264199.306,163
531006.2449,5264775.245,176
531006.2449,5265351.184,134
531006.2449,5265927.122,95
531006.2449,5266503.061,74
531006.2449,5267079,70
531614.8776,5238858,0
531614.8776,5239433.939,0
531614.8776,5240009.878,0
531614.8776,5240585.816,0
531614.8776,5241161.755,0
531614.8776,5241737.694,0
531614.8776,5242313.633,0
531614.8776,5242889.571,0
531614.8776,5243465.51,0
531614.8776,5244041.449,0
531614.8776,5244617.388,0
531614.8776,5245193.327,0
531614.8776,5245769.265,0
531614.8776,5246345.204,0
531614.8776,5246921.143,0
531614.8776,5247497.082,0
531614.8776,5248073.02,0
531614.8776,5248648.959,0
531614.8776,5249224.898,0
531614.8776,5249800.837,0
531614.8776,5250376.776,0
531614.8776,5250952.714,0
531614.8776,5251528.653,0
531614.8776,5252104.592,0
531614.8776,5252680.531,10
531614.8776,5253256.469,36
531614.8776,5253832.408,132
531614.8776,5254408.347,117
531614.8776,5254984.286,59
531614.8776,5255560.224,71
531614.8776,5256136.163,151
531614.8776,5256712.102,140
531614.8776,5257288.041,246
531614.8776,5257863.98,372
531614.8776,5258439.918,357
531614.8776,5259015.857,211
531614.8776,5259591.796,206
531614.8776,5260167.735,209
531614.8776,5260743.673,181
531614.8776,5261319.612,159
531614.8776,5261895.551,230
531614.8776,5262471.49,207
531614.8776,5263047.429,260
531614.8776,5263623.367,186
531614.8776,5264199.306,218
531614.8776,5264775.245,87
531614.8776,5265351.184,76
531614.8776,5265927.122,65
531614.8776,5266503.061,62
531614.8776,5267079,69
532223.5102,5238858,0
532223.5102,5239433.939,0
532223.5102,5240009.878,0
532223.5102,5240585.816,0
532223.5102,5241161.755,0
532223.5102,5241737.694,40
532223.5102,5242313.633,0
532223.5102,5242889.571,0
532223.5102,5243465.51,0
532223.5102,5244041.449,0
532223.5102,5244617.388,0
532223.5102,5245193.327,0
532223.5102,5245769.265,0
532223.5102,5246345.204,0
532223.5102,5246921.143,0
532223.5102,5247497.082,0
532223.5102,5248073.02,0
532223.5102,5248648.959,0
532223.5102,5249224.898,0
532223.5102,5249800.837,0
532223.5102,5250376.776,0
532223.5102,5250952.714,0
532223.5102,5251528.653,0
532223.5102,5252104.592,0
532223.5102,5252680.531,7
532223.5102,5253256.469,41
532223.5102,5253832.408,69
532223.5102,5254408.347,86
532223.5102,5254984.286,59
532223.5102,5255560.224,120
532223.5102,5256136.163,114
532223.5102,5256712.102,222
532223.5102,5257288.041,255
532223.5102,5257863.98,196
532223.5102,5258439.918,163
532223.5102,5259015.857,257
532223.5102,5259591.796,335
532223.5102,5260167.735,226
532223.5102,5260743.673,146
532223.5102,5261319.612,115
532223.5102,5261895.551,230
532223.5102,5262471.49,150
532223.5102,5263047.429,206
532223.5102,5263623.367,154
532223.5102,5264199.306,168
532223.5102,5264775.245,79
532223.5102,5265351.184,47
532223.5102,5265927.122,60
532223.5102,5266503.061,47
532223.5102,5267079,47
532832.1429,5238858,47
532832.1429,5239433.939,16
532832.1429,5240009.878,0
532832.1429,5240585.816,0
532832.1429,5241161.755,10
532832.1429,5241737.694,6
532832.1429,5242313.633,0
532832.1429,5242889.571,0
532832.1429,5243465.51,0
532832.1429,5244041.449,0
532832.1429,5244617.388,0
532832.1429,5245193.327,0
532832.1429,5245769.265,0
532832.1429,5246345.204,0
532832.1429,5246921.143,0
532832.1429,5247497.082,0
532832.1429,5248073.02,0
532832.1429,5248648.959,0
532832.1429,5249224.898,0
532832.1429,5249800.837,0
532832.1429,5250376.776,0
532832.1429,5250952.714,0
532832.1429,5251528.653,0
532832.1429,5252104.592,1
532832.1429,5252680.531,11
532832.1429,5253256.469,54
532832.1429,5253832.408,99
532832.1429,5254408.347,83
532832.1429,5254984.286,85
532832.1429,5255560.224,187
532832.1429,5256136.163,267
532832.1429,5256712.102,182
532832.1429,5257288.041,285
532832.1429,5257863.98,275
532832.1429,5258439.918,167
532832.1429,5259015.857,187
532832.1429,5259591.796,358
532832.1429,5260167.735,329
532832.1429,5260743.673,241
532832.1429,5261319.612,177
532832.1429,5261895.551,163
532832.1429,5262471.49,231
532832.1429,5263047.429,130
532832.1429,5263623.367,98
532832.1429,5264199.306,66
532832.1429,5264775.245,45
532832.1429,5265351.184,30
532832.1429,5265927.122,34
532832.1429,5266503.061,35
532832.1429,5267079,40
533440.7755,5238858,55
533440.7755,5239433.939,84
533440.7755,5240009.878,30
533440.7755,5240585.816,24
533440.7755,5241161.755,0
533440.7755,5241737.694,0
533440.7755,5242313.633,0
533440.7755,5242889.571,0
533440.7755,5243465.51,0
533440.7755,5244041.449,0
533440.7755,5244617.388,0
533440.7755,5245193.327,0
533440.7755,5245769.265,0
533440.7755,5246345.204,17
533440.7755,5246921.143,0
533440.7755,5247497.082,0
533440.7755,5248073.02,5
533440.7755,5248648.959,0
533440.7755,5249224.898,0
533440.7755,5249800.837,0
533440.7755,5250376.776,0
533440.7755,5250952.714,4
533440.7755,5251528.653,22
533440.7755,5252104.592,30
533440.7755,5252680.531,37
533440.7755,5253256.469,92
533440.7755,5253832.408,200
533440.7755,5254408.347,122
533440.7755,5254984.286,90
533440.7755,5255560.224,210
533440.7755,5256136.163,136
533440.7755,5256712.102,170
533440.7755,5257288.041,284
533440.7755,5257863.98,162
533440.7755,5258439.918,115
533440.7755,5259015.857,286
533440.7755,5259591.796,367
533440.7755,5260167.735,304
533440.7755,5260743.673,271
533440.7755,5261319.612,194
533440.7755,5261895.551,70
533440.7755,5262471.49,144
533440.7755,5263047.429,92
533440.7755,5263623.367,50
533440.7755,5264199.306,40
533440.7755,5264775.245,24
533440.7755,5265351.184,20
533440.7755,5265927.122,25
533440.7755,5266503.061,28
533440.7755,5267079,30
534049.4082,5238858,8
534049.4082,5239433.939,62
534049.4082,5240009.878,67
534049.4082,5240585.816,37
534049.4082,5241161.755,0
534049.4082,5241737.694,0
534049.4082,5242313.633,0
534049.4082,5242889.571,0
534049.4082,5243465.51,0
534049.4082,5244041.449,0
534049.4082,5244617.388,0
534049.4082,5245193.327,0
534049.4082,5245769.265,0
534049.4082,5246345.204,87
534049.4082,5246921.143,64
534049.4082,5247497.082,71
534049.4082,5248073.02,63
534049.4082,5248648.959,13
534049.4082,5249224.898,0
534049.4082,5249800.837,20
534049.4082,5250376.776,53
534049.4082,5250952.714,61
534049.4082,5251528.653,76
534049.4082,5252104.592,121
534049.4082,5252680.531,144
534049.4082,5253256.469,148
534049.4082,5253832.408,130
534049.4082,5254408.347,109
534049.4082,5254984.286,123
534049.4082,5255560.224,160
534049.4082,5256136.163,136
534049.4082,5256712.102,166
534049.4082,5257288.041,140
534049.4082,5257863.98,193
534049.4082,5258439.918,98
534049.4082,5259015.857,153
534049.4082,5259591.796,152
534049.4082,5260167.735,159
534049.4082,5260743.673,138
534049.4082,5261319.612,147
534049.4082,5261895.551,65
534049.4082,5262471.49,40
534049.4082,5263047.429,29
534049.4082,5263623.367,21
534049.4082,5264199.306,17
534049.4082,5264775.245,10
534049.4082,5265351.184,17
534049.4082,5265927.122,20
534049.4082,5266503.061,20
534049.4082,5267079,30
534658.0408,5238858,0
534658.0408,5239433.939,0
534658.0408,5240009.878,0
534658.0408,5240585.816,0
534658.0408,5241161.755,0
534658.0408,5241737.694,0
534658.0408,5242313.633,0
534658.0408,5242889.571,0
534658.0408,5243465.51,0
534658.0408,5244041.449,0
534658.0408,5244617.388,0
534658.0408,5245193.327,0
534658.0408,5245769.265,0
534658.0408,5246345.204,0
534658.0408,5246921.143,52
534658.0408,5247497.082,91
534658.0408,5248073.02,79
534658.0408,5248648.959,87
534658.0408,5249224.898,75
534658.0408,5249800.837,61
534658.0408,5250376.776,110
534658.0408,5250952.714,110
534658.0408,5251528.653,77
534658.0408,5252104.592,66
534658.0408,5252680.531,68
534658.0408,5253256.469,60
534658.0408,5253832.408,75
534658.0408,5254408.347,114
534658.0408,5254984.286,168
534658.0408,5255560.224,141
534658.0408,5256136.163,150
534658.0408,5256712.102,92
534658.0408,5257288.041,89
534658.0408,5257863.98,162
534658.0408,5258439.918,125
534658.0408,5259015.857,69
534658.0408,5259591.796,85
534658.0408,5260167.735,80
534658.0408,5260743.673,68
534658.0408,5261319.612,46
534658.0408,5261895.551,39
534658.0408,5262471.49,30
534658.0408,5263047.429,20
534658.0408,5263623.367,10
534658.0408,5264199.306,10
534658.0408,5264775.245,10
534658.0408,5265351.184,10
534658.0408,5265927.122,15
534658.0408,5266503.061,50
534658.0408,5267079,87
535266.6735,5238858,0
535266.6735,5239433.939,0
535266.6735,5240009.878,0
535266.6735,5240585.816,0
535266.6735,5241161.755,0
535266.6735,5241737.694,0
535266.6735,5242313.633,0
535266.6735,5242889.571,0
535266.6735,5243465.51,0
535266.6735,5244041.449,0
535266.6735,5244617.388,0
535266.6735,5245193.327,0
535266.6735,5245769.265,0
535266.6735,5246345.204,0
535266.6735,5246921.143,0
535266.6735,5247497.082,5
535266.6735,5248073.02,27
535266.6735,5248648.959,19
535266.6735,5249224.898,10
535266.6735,5249800.837,20
535266.6735,5250376.776,28
535266.6735,5250952.714,55
535266.6735,5251528.653,56
535266.6735,5252104.592,53
535266.6735,5252680.531,60
535266.6735,5253256.469,73
535266.6735,5253832.408,94
535266.6735,5254408.347,131
535266.6735,5254984.286,172
535266.6735,5255560.224,197
535266.6735,5256136.163,250
535266.6735,5256712.102,125
535266.6735,5257288.041,75
535266.6735,5257863.98,214
535266.6735,5258439.918,223
535266.6735,5259015.857,120
535266.6735,5259591.796,48
535266.6735,5260167.735,40
535266.6735,5260743.673,35
535266.6735,5261319.612,24
535266.6735,5261895.551,16
535266.6735,5262471.49,19
535266.6735,5263047.429,10
535266.6735,5263623.367,7
535266.6735,5264199.306,2
535266.6735,5264775.245,4
535266.6735,5265351.184,30
535266.6735,5265927.122,140
535266.6735,5266503.061,240
535266.6735,5267079,138
535875.3061,5238858,0
535875.3061,5239433.939,0
535875.3061,5240009.878,0
535875.3061,5240585.816,0
535875.3061,5241161.755,0
535875.3061,5241737.694,0
535875.3061,5242313.633,0
535875.3061,5242889.571,0
535875.3061,5243465.51,0
535875.3061,5244041.449,0
535875.3061,5244617.388,0
535875.3061,5245193.327,0
535875.3061,5245769.265,0
535875.3061,5246345.204,0
535875.3061,5246921.143,0
535875.3061,5247497.082,0
535875.3061,5248073.02,0
535875.3061,5248648.959,0
535875.3061,5249224.898,0
535875.3061,5249800.837,9
535875.3061,5250376.776,18
535875.3061,5250952.714,20
535875.3061,5251528.653,30
