X,Y,Z
535875.3061,5252104.592,40
535875.3061,5252680.531,82
535875.3061,5253256.469,90
535875.3061,5253832.408,152
535875.3061,5254408.347,174
535875.3061,5254984.286,252
535875.3061,5255560.224,206
535875.3061,5256136.163,227
535875.3061,5256712.102,104
535875.3061,5257288.041,50
535875.3061,5257863.98,100
535875.3061,5258439.918,83
535875.3061,5259015.857,53
535875.3061,5259591.796,40
535875.3061,5260167.735,24
535875.3061,5260743.673,40
535875.3061,5261319.612,15
535875.3061,5261895.551,10
535875.3061,5262471.49,9
535875.3061,5263047.429,0
535875.3061,5263623.367,20
535875.3061,5264199.306,65
535875.3061,5264775.245,116
535875.3061,5265351.184,124
535875.3061,5265927.122,110
535875.3061,5266503.061,34
535875.3061,5267079,11
536483.9388,5238858,0
536483.9388,5239433.939,0
536483.9388,5240009.878,0
536483.9388,5240585.816,0
536483.9388,5241161.755,0
536483.9388,5241737.694,10
536483.9388,5242313.633,0
536483.9388,5242889.571,22
536483.9388,5243465.51,0
536483.9388,5244041.449,0
536483.9388,5244617.388,0
536483.9388,5245193.327,0
536483.9388,5245769.265,0
536483.9388,5246345.204,0
536483.9388,5246921.143,0
536483.9388,5247497.082,0
536483.9388,5248073.02,0
536483.9388,5248648.959,0
536483.9388,5249224.898,0
536483.9388,5249800.837,12
536483.9388,5250376.776,20
536483.9388,5250952.714,30
536483.9388,5251528.653,53
536483.9388,5252104.592,59
536483.9388,5252680.531,166
536483.9388,5253256.469,193
536483.9388,5253832.408,156
536483.9388,5254408.347,280
536483.9388,5254984.286,324
536483.9388,5255560.224,158
536483.9388,5256136.163,94
536483.9388,5256712.102,72
536483.9388,5257288.041,40
536483.9388,5257863.98,35
536483.9388,5258439.918,87
536483.9388,5259015.857,59
536483.9388,5259591.796,56
536483.9388,5260167.735,37
536483.9388,5260743.673,10
536483.9388,5261319.612,6
536483.9388,5261895.551,1
536483.9388,5262471.49,0
536483.9388,5263047.429,0
536483.9388,5263623.367,0
536483.9388,5264199.306,17
536483.9388,5264775.245,34
536483.9388,5265351.184,14
536483.9388,5265927.122,1
536483.9388,5266503.061,1
536483.9388,5267079,1
537092.5714,5238858,0
537092.5714,5239433.939,0
537092.5714,5240009.878,0
537092.5714,5240585.816,0
537092.5714,5241161.755,0
537092.5714,5241737.694,0
537092.5714,5242313.633,9
537092.5714,5242889.571,44
537092.5714,5243465.51,10
537092.5714,5244041.449,10
537092.5714,5244617.388,3
537092.5714,5245193.327,0
537092.5714,5245769.265,0
537092.5714,5246345.204,0
537092.5714,5246921.143,0
537092.5714,5247497.082,0
537092.5714,5248073.02,0
537092.5714,5248648.959,0
537092.5714,5249224.898,6
537092.5714,5249800.837,24
537092.5714,5250376.776,45
537092.5714,5250952.714,52
537092.5714,5251528.653,108
537092.5714,5252104.592,107
537092.5714,5252680.531,138
537092.5714,5253256.469,148
537092.5714,5253832.408,247
537092.5714,5254408.347,317
537092.5714,5254984.286,169
537092.5714,5255560.224,134
537092.5714,5256136.163,80
537092.5714,5256712.102,77
537092.5714,5257288.041,39
537092.5714,5257863.98,21
537092.5714,5258439.918,32
537092.5714,5259015.857,41
537092.5714,5259591.796,10
537092.5714,5260167.735,8
537092.5714,5260743.673,8
537092.5714,5261319.612,0
537092.5714,5261895.551,0
537092.5714,5262471.49,0
537092.5714,5263047.429,0
537092.5714,5263623.367,0
537092.5714,5264199.306,3
537092.5714,5264775.245,0
537092.5714,5265351.184,4
537092.5714,5265927.122,10
537092.5714,5266503.061,2
537092.5714,5267079,7
537701.2041,5238858,0
537701.2041,5239433.939,0
537701.2041,5240009.878,0
537701.2041,5240585.816,0
537701.2041,5241161.755,0
537701.2041,5241737.694,0
537701.2041,5242313.633,9
537701.2041,5242889.571,83
537701.2041,5243465.51,51
537701.2041,5244041.449,75
537701.2041,5244617.388,13
537701.2041,5245193.327,45
537701.2041,5245769.265,75
537701.2041,5246345.204,26
537701.2041,5246921.143,0
537701.2041,5247497.082,0
537701.2041,5248073.02,0
537701.2041,5248648.959,0
537701.2041,5249224.898,6
537701.2041,5249800.837,78
537701.2041,5250376.776,91
537701.2041,5250952.714,132
537701.2041,5251528.653,173
537701.2041,5252104.592,220
537701.2041,5252680.531,249
537701.2041,5253256.469,196
537701.2041,5253832.408,261
537701.2041,5254408.347,241
537701.2041,5254984.286,181
537701.2041,5255560.224,69
537701.2041,5256136.163,53
537701.2041,5256712.102,48
537701.2041,5257288.041,36
537701.2041,5257863.98,20
537701.2041,5258439.918,17
537701.2041,5259015.857,8
537701.2041,5259591.796,4
537701.2041,5260167.735,1
537701.2041,5260743.673,0
537701.2041,5261319.612,0
537701.2041,5261895.551,0
537701.2041,5262471.49,0
537701.2041,5263047.429,10
537701.2041,5263623.367,4
537701.2041,5264199.306,0
537701.2041,5264775.245,2
537701.2041,5265351.184,8
537701.2041,5265927.122,8
537701.2041,5266503.061,13
537701.2041,5267079,75
538309.8367,5238858,14
538309.8367,5239433.939,0
538309.8367,5240009.878,0
538309.8367,5240585.816,0
538309.8367,5241161.755,0
538309.8367,5241737.694,0
538309.8367,5242313.633,3
538309.8367,5242889.571,17
538309.8367,5243465.51,20
538309.8367,5244041.449,30
538309.8367,5244617.388,86
538309.8367,5245193.327,139
538309.8367,5245769.265,136
538309.8367,5246345.204,102
538309.8367,5246921.143,61
538309.8367,5247497.082,46
538309.8367,5248073.02,0
538309.8367,5248648.959,0
538309.8367,5249224.898,0
538309.8367,5249800.837,69
538309.8367,5250376.776,155
538309.8367,5250952.714,227
538309.8367,5251528.653,209
538309.8367,5252104.592,130
538309.8367,5252680.531,107
538309.8367,5253256.469,109
538309.8367,5253832.408,119
538309.8367,5254408.347,115
538309.8367,5254984.286,91
538309.8367,5255560.224,56
538309.8367,5256136.163,29
538309.8367,5256712.102,23
538309.8367,5257288.041,17
538309.8367,5257863.98,20
538309.8367,5258439.918,10
538309.8367,5259015.857,7
538309.8367,5259591.796,2
538309.8367,5260167.735,0
538309.8367,5260743.673,0
538309.8367,5261319.612,0
538309.8367,5261895.551,0
538309.8367,5262471.49,6
538309.8367,5263047.429,9
538309.8367,5263623.367,8
538309.8367,5264199.306,9
538309.8367,5264775.245,10
538309.8367,5265351.184,15
538309.8367,5265927.122,34
538309.8367,5266503.061,59
538309.8367,5267079,40
538918.4694,5238858,65
538918.4694,5239433.939,42
538918.4694,5240009.878,18
538918.4694,5240585.816,0
538918.4694,5241161.755,0
538918.4694,5241737.694,7
538918.4694,5242313.633,10
538918.4694,5242889.571,15
538918.4694,5243465.51,30
538918.4694,5244041.449,20
538918.4694,5244617.388,14
538918.4694,5245193.327,23
538918.4694,5245769.265,28
538918.4694,5246345.204,49
538918.4694,5246921.143,112
538918.4694,5247497.082,82
538918.4694,5248073.02,9
538918.4694,5248648.959,0
538918.4694,5249224.898,0
538918.4694,5249800.837,24
538918.4694,5250376.776,79
538918.4694,5250952.714,69
538918.4694,5251528.653,51
538918.4694,5252104.592,57
538918.4694,5252680.531,79
538918.4694,5253256.469,42
538918.4694,5253832.408,47
538918.4694,5254408.347,56
538918.4694,5254984.286,35
538918.4694,5255560.224,36
538918.4694,5256136.163,15
538918.4694,5256712.102,10
538918.4694,5257288.041,9
538918.4694,5257863.98,11
538918.4694,5258439.918,8
538918.4694,5259015.857,0
538918.4694,5259591.796,0
538918.4694,5260167.735,0
538918.4694,5260743.673,0
538918.4694,5261319.612,0
538918.4694,5261895.551,13
538918.4694,5262471.49,17
538918.4694,5263047.429,13
538918.4694,5263623.367,21
538918.4694,5264199.306,42
538918.4694,5264775.245,45
538918.4694,5265351.184,57
538918.4694,5265927.122,76
538918.4694,5266503.061,95
538918.4694,5267079,98
539527.102,5238858,10
539527.102,5239433.939,5
539527.102,5240009.878,7
539527.102,5240585.816,9
539527.102,5241161.755,10
539527.102,5241737.694,43
539527.102,5242313.633,63
539527.102,5242889.571,74
539527.102,5243465.51,88
539527.102,5244041.449,41
539527.102,5244617.388,19
539527.102,5245193.327,7
539527.102,5245769.265,9
539527.102,5246345.204,7
539527.102,5246921.143,3
539527.102,5247497.082,0
539527.102,5248073.02,0
539527.102,5248648.959,0
539527.102,5249224.898,1
539527.102,5249800.837,2
539527.102,5250376.776,7
539527.102,5250952.714,23
539527.102,5251528.653,22
539527.102,5252104.592,40
539527.102,5252680.531,40
539527.102,5253256.469,49
539527.102,5253832.408,20
539527.102,5254408.347,28
539527.102,5254984.286,19
539527.102,5255560.224,9
539527.102,5256136.163,3
539527.102,5256712.102,4
539527.102,5257288.041,7
539527.102,5257863.98,5
539527.102,5258439.918,0
539527.102,5259015.857,0
539527.102,5259591.796,0
539527.102,5260167.735,0
539527.102,5260743.673,0
539527.102,5261319.612,24
539527.102,5261895.551,31
539527.102,5262471.49,34
539527.102,5263047.429,37
539527.102,5263623.367,80
539527.102,5264199.306,170
539527.102,5264775.245,189
539527.102,5265351.184,240
539527.102,5265927.122,155
539527.102,5266503.061,116
539527.102,5267079,87
540135.7347,5238858,60
540135.7347,5239433.939,46
540135.7347,5240009.878,23
540135.7347,5240585.816,16
540135.7347,5241161.755,37
540135.7347,5241737.694,21
540135.7347,5242313.633,113
540135.7347,5242889.571,170
540135.7347,5243465.51,115
540135.7347,5244041.449,53
540135.7347,5244617.388,19
540135.7347,5245193.327,9
540135.7347,5245769.265,5
540135.7347,5246345.204,9
540135.7347,5246921.143,4
540135.7347,5247497.082,0
540135.7347,5248073.02,10
540135.7347,5248648.959,1
540135.7347,5249224.898,2
540135.7347,5249800.837,2
540135.7347,5250376.776,5
540135.7347,5250952.714,6
540135.7347,5251528.653,9
540135.7347,5252104.592,27
540135.7347,5252680.531,48
540135.7347,5253256.469,54
540135.7347,5253832.408,27
540135.7347,5254408.347,8
540135.7347,5254984.286,5
540135.7347,5255560.224,5
540135.7347,5256136.163,3
540135.7347,5256712.102,3
540135.7347,5257288.041,4
540135.7347,5257863.98,5
540135.7347,5258439.918,0
540135.7347,5259015.857,0
540135.7347,5259591.796,0
540135.7347,5260167.735,0
540135.7347,5260743.673,0
540135.7347,5261319.612,21
540135.7347,5261895.551,65
540135.7347,5262471.49,115
540135.7347,5263047.429,130
540135.7347,5263623.367,238
540135.7347,5264199.306,235
540135.7347,5264775.245,169
540135.7347,5265351.184,106
540135.7347,5265927.122,80
540135.7347,5266503.061,57
540135.7347,5267079,60
540744.3673,5238858,38
540744.3673,5239433.939,38
540744.3673,5240009.878,37
540744.3673,5240585.816,36
540744.3673,5241161.755,62
540744.3673,5241737.694,44
540744.3673,5242313.633,41
540744.3673,5242889.571,90
540744.3673,5243465.51,90
540744.3673,5244041.449,52
540744.3673,5244617.388,19
540744.3673,5245193.327,5
540744.3673,5245769.265,3
540744.3673,5246345.204,5
540744.3673,5246921.143,5
540744.3673,5247497.082,4
540744.3673,5248073.02,4
540744.3673,5248648.959,0
540744.3673,5249224.898,0
540744.3673,5249800.837,0
540744.3673,5250376.776,0
540744.3673,5250952.714,2
540744.3673,5251528.653,10
540744.3673,5252104.592,85
540744.3673,5252680.531,122
540744.3673,5253256.469,141
540744.3673,5253832.408,48
540744.3673,5254408.347,4
540744.3673,5254984.286,4
540744.3673,5255560.224,4
540744.3673,5256136.163,4
540744.3673,5256712.102,4
540744.3673,5257288.041,9
540744.3673,5257863.98,4
540744.3673,5258439.918,4
540744.3673,5259015.857,0
540744.3673,5259591.796,0
540744.3673,5260167.735,0
540744.3673,5260743.673,0
540744.3673,5261319.612,0
540744.3673,5261895.551,0
540744.3673,5262471.49,61
540744.3673,5263047.429,127
540744.3673,5263623.367,123
540744.3673,5264199.306,83
540744.3673,5264775.245,69
540744.3673,5265351.184,50
540744.3673,5265927.122,50
540744.3673,5266503.061,40
540744.3673,5267079,40
541353,5238858,46
541353,5239433.939,59
541353,5240009.878,80
541353,5240585.816,113
541353,5241161.755,77
541353,5241737.694,37
541353,5242313.633,24
541353,5242889.571,5
541353,5243465.51,5
541353,5244041.449,9
541353,5244617.388,5
541353,5245193.327,5
541353,5245769.265,5
541353,5246345.204,4
541353,5246921.143,5
541353,5247497.082,42
541353,5248073.02,50
541353,5248648.959,0
541353,5249224.898,0
541353,5249800.837,0
541353,5250376.776,0
541353,5250952.714,0
541353,5251528.653,0
541353,5252104.592,2
541353,5252680.531,63
541353,5253256.469,51
541353,5253832.408,0
541353,5254408.347,1
541353,5254984.286,2
541353,5255560.224,4
541353,5256136.163,5
541353,5256712.102,7
541353,5257288.041,8
541353,5257863.98,4
541353,5258439.918,7
541353,5259015.857,10
541353,5259591.796,37
541353,5260167.735,0
541353,5260743.673,0
541353,5261319.612,0
541353,5261895.551,0
541353,5262471.49,0
541353,5263047.429,22
541353,5263623.367,42
541353,5264199.306,40
541353,5264775.245,25
541353,5265351.184,23
541353,5265927.122,29
541353,5266503.061,32
541353,5267079,83
